
6.263885021209717['note_on', 48, 45.800000000000004, 6.263462581657918, 'accompaniment', 0]
23.356566190719604['note_on', 52, 45.800000000000004, 23.33512793702291, 'accompaniment', 66]
23.36822247505188['note_off', 60, 100, 23.336127937022912, 'accompaniment', 65]
24.48977541923523['note_off', 60, 100, 24.48945360460192, 'accompaniment', 65]
24.914839267730713['note_on', 62, 45.800000000000004, 24.897298727138523, 'accompaniment', 70]
24.92634677886963['note_off', 60, 100, 24.898298727138524, 'accompaniment', 69]
25.106215953826904['note_on', 60, 45.800000000000004, 25.082749513953335, 'accompaniment', 71]
25.133192539215088['note_off', 62, 100, 25.083749513953336, 'accompaniment', 70]
25.27834415435791['note_on', 59, 45.800000000000004, 25.268200300768143, 'accompaniment', 72]
25.27834415435791['note_off', 60, 100, 25.269200300768144, 'accompaniment', 71]
25.38704800605774['note_off', 52, 100, 25.363021600619717, 'accompaniment', 66]
25.459718227386475['note_on', 60, 45.800000000000004, 25.453651087582955, 'accompaniment', 73]
25.470268726348877['note_off', 59, 100, 25.454651087582956, 'accompaniment', 72]
25.63922119140625['note_on', 53, 45.800000000000004, 25.639101874397763, 'accompaniment', 74]
25.64470863342285['note_off', 60, 100, 25.640101874397764, 'accompaniment', 73]
26.237072706222534['note_off', 60, 100, 26.23658959663753, 'accompaniment', 67]
27.133155345916748['note_on', 60, 45.800000000000004, 27.102492251739502, 'accompaniment', 75]
27.151135683059692['note_off', 59, 100, 27.110157592655323, 'accompaniment', 68]
27.151135683059692['note_off', 53, 100, 27.103492251739503, 'accompaniment', 74]
27.151135683059692['note_off', 60, 100, 27.103492251739503, 'accompaniment', 75]
27.151135683059692['note_off', 59, 100, 27.103492251739503, 'accompaniment', 76]
27.151135683059692['note_off', 60, 100, 27.103492251739503, 'accompaniment', 77]
27.18466544151306['note_on', 59, 45.800000000000004, 27.102492251739502, 'accompaniment', 76]
27.19120955467224['note_on', 60, 45.800000000000004, 27.102492251739502, 'accompaniment', 77]
27.19120955467224['note_on', 62, 45.800000000000004, 27.102492251739502, 'accompaniment', 78]
27.394723176956177['note_off', 60, 100, 27.391936205501803, 'accompaniment', 73]
28.541995525360107['note_off', 60, 100, 28.54190812608961, 'accompaniment', 77]
28.821272134780884['note_on', 60, 45.800000000000004, 28.796050594120715, 'accompaniment', 79]
28.860108137130737['note_off', 62, 100, 28.797050594120716, 'accompaniment', 78]
28.903878211975098['note_on', 48, 45.800000000000004, 28.868661349403048, 'accompaniment', 82]
28.942965030670166['note_off', 60, 100, 28.86966134940305, 'accompaniment', 81]
29.021728515625['note_on', 60, 45.800000000000004, 28.997916816925926, 'accompaniment', 83]
29.07234501838684['note_off', 48, 100, 28.998916816925927, 'accompaniment', 82]
29.078336715698242['note_off', 60, 100, 29.052193062151822, 'accompaniment', 79]
29.201279163360596['note_on', 59, 45.800000000000004, 29.127172284448804, 'accompaniment', 84]
29.245180130004883['note_off', 60, 100, 29.128172284448805, 'accompaniment', 83]
29.29113531112671['note_on', 60, 45.800000000000004, 29.256427751971678, 'accompaniment', 85]
29.302338123321533['note_off', 59, 100, 29.25742775197168, 'accompaniment', 84]
29.308258771896362['note_off', 59, 100, 29.307335530182932, 'accompaniment', 80]
29.455554723739624['note_on', 62, 45.800000000000004, 29.385683219494556, 'accompaniment', 86]
29.461050033569336['note_off', 60, 100, 29.386683219494557, 'accompaniment', 85]
29.749179363250732['note_on', 60, 45.800000000000004, 29.748248734817505, 'accompaniment', 87]
29.750175952911377['note_off', 60, 100, 29.749248734817506, 'accompaniment', 85]
29.750175952911377['note_off', 62, 100, 29.749248734817506, 'accompaniment', 86]
29.795466661453247['note_on', 59, 45.800000000000004, 29.792940183872492, 'accompaniment', 88]
29.8009614944458['note_off', 60, 100, 29.793940183872493, 'accompaniment', 87]
30.071720123291016['note_on', 60, 45.800000000000004, 29.993404031183285, 'accompaniment', 89]
30.105993032455444['note_off', 59, 100, 29.994404031183286, 'accompaniment', 88]
30.212251663208008['note_on', 45, 45.800000000000004, 30.19386787849408, 'accompaniment', 90]
30.229264974594116['note_off', 60, 100, 30.19486787849408, 'accompaniment', 89]
30.45495080947876['note_off', 60, 100, 30.452323190078737, 'accompaniment', 89]
30.579218864440918['note_on', 57, 45.800000000000004, 30.552886805398902, 'accompaniment', 91]
30.590227842330933['note_off', 45, 100, 30.553886805398903, 'accompaniment', 90]
30.815186023712158['note_on', 56, 45.800000000000004, 30.81288028476509, 'accompaniment', 92]
30.826321125030518['note_off', 57, 100, 30.81388028476509, 'accompaniment', 91]
31.091958045959473['note_on', 57, 45.800000000000004, 31.07287376413128, 'accompaniment', 93]
31.097949266433716['note_off', 56, 100, 31.07387376413128, 'accompaniment', 92]
31.362107753753662['note_on', 47, 45.800000000000004, 31.332867243497468, 'accompaniment', 94]
31.37812376022339['note_off', 57, 100, 31.33386724349747, 'accompaniment', 93]
31.618247985839844['note_on', 59, 45.800000000000004, 31.58919468295684, 'accompaniment', 95]
31.635314226150513['note_off', 47, 100, 31.59019468295684, 'accompaniment', 94]
31.850011110305786['note_on', 58, 45.800000000000004, 31.849150691536728, 'accompaniment', 96]
31.866042852401733['note_off', 59, 100, 31.85015069153673, 'accompaniment', 95]
32.11005210876465['note_on', 59, 45.800000000000004, 32.10910670011662, 'accompaniment', 97]
32.11104941368103['note_off', 58, 100, 32.11010670011662, 'accompaniment', 96]
32.330260038375854['note_on', 48, 45.800000000000004, 32.3124077663086, 'accompaniment', 98]
32.330260038375854['note_off', 59, 100, 32.3134077663086, 'accompaniment', 97]
32.55090022087097['note_on', 60, 45.800000000000004, 32.537914322244795, 'accompaniment', 99]
32.55090022087097['note_off', 48, 100, 32.53891432224479, 'accompaniment', 98]
32.77414655685425['note_on', 59, 45.800000000000004, 32.76342087818099, 'accompaniment', 100]
32.79633569717407['note_off', 60, 100, 32.764420878180985, 'accompaniment', 99]
33.01209807395935['note_on', 60, 45.800000000000004, 32.98892743411717, 'accompaniment', 101]
33.029107332229614['note_off', 59, 100, 32.98992743411717, 'accompaniment', 100]
33.115660190582275['note_on', 45, 45.800000000000004, 33.1149196186979, 'accompaniment', 102]
33.1166570186615['note_off', 60, 100, 33.115919618697895, 'accompaniment', 101]
33.324323654174805['note_on', 57, 45.800000000000004, 33.30491551444738, 'accompaniment', 103]
33.34637928009033['note_off', 45, 100, 33.30591551444738, 'accompaniment', 102]
33.4950053691864['note_on', 56, 45.800000000000004, 33.49491141019686, 'accompaniment', 104]
33.506526947021484['note_off', 57, 100, 33.49591141019686, 'accompaniment', 103]
33.7117075920105['note_on', 57, 45.800000000000004, 33.684907305946346, 'accompaniment', 105]
33.73442506790161['note_off', 56, 100, 33.685907305946344, 'accompaniment', 104]
33.87532091140747['note_on', 41, 45.800000000000004, 33.87490320169583, 'accompaniment', 106]
33.892327547073364['note_off', 57, 100, 33.87590320169583, 'accompaniment', 105]
34.032217025756836['note_off', 57, 100, 34.03208922515869, 'accompaniment', 105]
34.10776090621948['note_on', 53, 45.800000000000004, 34.10772517712631, 'accompaniment', 107]
34.11342406272888['note_off', 41, 100, 34.10872517712631, 'accompaniment', 106]
34.335397720336914['note_on', 52, 45.800000000000004, 34.3230080912226, 'accompaniment', 108]
34.34100961685181['note_off', 53, 100, 34.324008091222595, 'accompaniment', 107]
34.538785457611084['note_on', 53, 45.800000000000004, 34.53829100531888, 'accompaniment', 109]
34.56129717826843['note_off', 52, 100, 34.53929100531888, 'accompaniment', 108]
34.74119567871094['note_on', 43, 45.800000000000004, 34.734774714793005, 'accompaniment', 110]
34.74622082710266['note_off', 53, 100, 34.735774714793, 'accompaniment', 109]
34.93916940689087['note_on', 55, 45.800000000000004, 34.931389401728744, 'accompaniment', 111]
34.961339473724365['note_off', 43, 100, 34.93238940172874, 'accompaniment', 110]
35.13268518447876['note_on', 54, 45.800000000000004, 35.12800408866448, 'accompaniment', 112]
35.150203704833984['note_off', 55, 100, 35.12900408866448, 'accompaniment', 111]
35.352100133895874['note_on', 55, 45.800000000000004, 35.32461877560022, 'accompaniment', 113]
35.36271405220032['note_off', 54, 100, 35.32561877560022, 'accompaniment', 112]
35.553950548172['note_on', 60, 45.800000000000004, 35.52123346253595, 'accompaniment', 114]
35.55992794036865['note_off', 55, 100, 35.52223346253595, 'accompaniment', 113]
36.24982500076294['note_on', 48, 45.800000000000004, 36.230529586786965, 'accompaniment', 115]
36.27826404571533['note_off', 60, 100, 36.23152958678696, 'accompaniment', 114]
37.054542541503906['note_on', 55, 45.800000000000004, 37.03359118972779, 'accompaniment', 116]
37.07156324386597['note_off', 48, 100, 37.034591189727784, 'accompaniment', 115]
37.19627523422241['note_on', 64, 45.800000000000004, 37.187853479178735, 'accompaniment', 117]
37.20177388191223['note_off', 55, 100, 37.18885347917873, 'accompaniment', 116]
37.383385181427['note_on', 63, 45.800000000000004, 37.37370808143396, 'accompaniment', 118]
37.40094208717346['note_off', 64, 100, 37.37470808143396, 'accompaniment', 117]
37.56409287452698['note_on', 64, 45.800000000000004, 37.55956268368919, 'accompaniment', 119]
37.56409287452698['note_off', 63, 100, 37.560562683689184, 'accompaniment', 118]
37.80790328979492['note_on', 65, 45.800000000000004, 37.74541728594441, 'accompaniment', 120]
37.839112520217896['note_off', 64, 100, 37.74641728594441, 'accompaniment', 119]
37.941224575042725['note_off', 64, 100, 37.93281149040222, 'accompaniment', 119]
37.998263120651245['note_on', 64, 45.800000000000004, 37.99817893701652, 'accompaniment', 121]
38.00377082824707['note_off', 65, 100, 37.99917893701652, 'accompaniment', 120]
38.21668720245361['note_on', 63, 45.800000000000004, 38.21636500522381, 'accompaniment', 122]
38.23336935043335['note_off', 64, 100, 38.217365005223805, 'accompaniment', 121]
38.43952941894531['note_on', 64, 45.800000000000004, 38.4345510734311, 'accompaniment', 123]
38.46207141876221['note_off', 63, 100, 38.4355510734311, 'accompaniment', 122]
38.652793884277344['note_on', 55, 45.800000000000004, 38.65273714163839, 'accompaniment', 124]
38.653788805007935['note_off', 64, 100, 38.65373714163839, 'accompaniment', 123]
38.71302366256714['note_off', 64, 100, 38.71240114341736, 'accompaniment', 123]
38.904104709625244['note_on', 62, 45.800000000000004, 38.90402401561701, 'accompaniment', 125]
38.926512241363525['note_off', 55, 100, 38.90502401561701, 'accompaniment', 124]
39.12673830986023['note_on', 61, 45.800000000000004, 39.126632263020014, 'accompaniment', 126]
39.13825798034668['note_off', 62, 100, 39.12763226302001, 'accompaniment', 125]
39.34961771965027['note_on', 62, 45.800000000000004, 39.34924051042301, 'accompaniment', 127]
39.351125955581665['note_off', 61, 100, 39.350240510423006, 'accompaniment', 126]
39.57284164428711['note_on', 64, 45.800000000000004, 39.571848757826004, 'accompaniment', 128]
39.57383751869202['note_off', 62, 100, 39.572848757826, 'accompaniment', 127]
39.76093006134033['note_on', 62, 45.800000000000004, 39.75865391948676, 'accompaniment', 129]
39.82800483703613['note_off', 64, 100, 39.75965391948676, 'accompaniment', 128]
39.97598218917847['note_on', 61, 45.800000000000004, 39.97090665087792, 'accompaniment', 130]
39.97598218917847['note_off', 62, 100, 39.97190665087792, 'accompaniment', 129]
40.19676065444946['note_on', 62, 45.800000000000004, 40.18315938226909, 'accompaniment', 131]
40.20232558250427['note_off', 61, 100, 40.18415938226909, 'accompaniment', 130]
40.3953320980072['note_on', 55, 45.800000000000004, 40.39145580802918, 'accompaniment', 132]
40.406333684921265['note_off', 62, 100, 40.392455808029176, 'accompaniment', 131]
40.597633361816406['note_on', 67, 45.800000000000004, 40.57841630951553, 'accompaniment', 133]
40.60915184020996['note_off', 55, 100, 40.57941630951553, 'accompaniment', 132]
40.81101846694946['note_on', 66, 45.800000000000004, 40.781585084909096, 'accompaniment', 134]
40.832683801651['note_off', 67, 100, 40.782585084909094, 'accompaniment', 133]
41.012234687805176['note_on', 67, 45.800000000000004, 40.98475386030265, 'accompaniment', 135]
41.034749269485474['note_off', 66, 100, 40.98575386030265, 'accompaniment', 134]
41.1919949054718['note_on', 69, 45.800000000000004, 41.18792263569621, 'accompaniment', 136]
41.19798731803894['note_off', 67, 100, 41.18892263569621, 'accompaniment', 135]
41.307998180389404['note_off', 67, 100, 41.30790709625244, 'accompaniment', 135]
41.425886392593384['note_on', 67, 45.800000000000004, 41.42578447531609, 'accompaniment', 137]
41.42688274383545['note_off', 69, 100, 41.42678447531609, 'accompaniment', 136]
41.64581274986267['note_on', 66, 45.800000000000004, 41.64383658336727, 'accompaniment', 138]
41.656474351882935['note_off', 67, 100, 41.644836583367265, 'accompaniment', 137]
41.916658878326416['note_on', 67, 45.800000000000004, 41.86188869141844, 'accompaniment', 139]
41.92218995094299['note_off', 66, 100, 41.86288869141844, 'accompaniment', 138]
42.0313560962677['note_on', 55, 45.800000000000004, 42.02677339156191, 'accompaniment', 140]
42.0313560962677['note_off', 67, 100, 42.02777339156191, 'accompaniment', 139]
42.22857999801636['note_on', 65, 45.800000000000004, 42.21372877668496, 'accompaniment', 141]
42.239121437072754['note_off', 55, 100, 42.21472877668496, 'accompaniment', 140]
42.409608125686646['note_on', 64, 45.800000000000004, 42.40068416180801, 'accompaniment', 142]
42.43164086341858['note_off', 65, 100, 42.40168416180801, 'accompaniment', 141]
42.59155488014221['note_on', 65, 45.800000000000004, 42.58763954693106, 'accompaniment', 143]
42.59155488014221['note_off', 64, 100, 42.588639546931056, 'accompaniment', 142]
42.78123879432678['note_on', 67, 45.800000000000004, 42.77459493205411, 'accompaniment', 144]
42.7917582988739['note_off', 65, 100, 42.775594932054105, 'accompaniment', 143]
42.90488290786743['note_on', 65, 45.800000000000004, 42.90156868502502, 'accompaniment', 145]
42.94447946548462['note_off', 67, 100, 42.90256868502502, 'accompaniment', 144]
43.11417269706726['note_on', 64, 45.800000000000004, 43.082499284834086, 'accompaniment', 146]
43.12516164779663['note_off', 65, 100, 43.08349928483408, 'accompaniment', 145]
43.26629018783569['note_on', 65, 45.800000000000004, 43.26342988464316, 'accompaniment', 147]
43.2777578830719['note_off', 64, 100, 43.26442988464316, 'accompaniment', 146]
43.445327043533325['note_on', 55, 45.800000000000004, 43.44436048445223, 'accompaniment', 148]
43.44632363319397['note_off', 65, 100, 43.44536048445223, 'accompaniment', 147]
43.604647159576416['note_off', 65, 100, 43.60461591850281, 'accompaniment', 147]
43.709317207336426['note_on', 64, 45.800000000000004, 43.704617318489746, 'accompaniment', 149]
43.71479821205139['note_off', 55, 100, 43.70561731848974, 'accompaniment', 148]
43.92123007774353['note_on', 63, 45.800000000000004, 43.91124470348446, 'accompaniment', 150]
43.92636227607727['note_off', 64, 100, 43.91224470348446, 'accompaniment', 149]
44.15220403671265['note_on', 64, 45.800000000000004, 44.11787208847918, 'accompaniment', 151]
44.15220403671265['note_off', 63, 100, 44.11887208847918, 'accompaniment', 150]
44.303271770477295['note_on', 65, 45.800000000000004, 44.30281591176437, 'accompaniment', 152]
44.33200550079346['note_off', 64, 100, 44.30381591176437, 'accompaniment', 151]
44.49435257911682['note_on', 64, 45.800000000000004, 44.494231701654066, 'accompaniment', 153]
44.4953498840332['note_off', 65, 100, 44.49523170165406, 'accompaniment', 152]
44.70970559120178['note_on', 63, 45.800000000000004, 44.68564749154376, 'accompaniment', 154]
44.73178553581238['note_off', 64, 100, 44.68664749154376, 'accompaniment', 153]
44.936118841171265['note_on', 64, 45.800000000000004, 44.877063281433465, 'accompaniment', 155]
45.01821804046631['note_off', 63, 100, 44.87806328143346, 'accompaniment', 154]
45.01821804046631['note_off', 64, 100, 45.01748122477813, 'accompaniment', 155]
45.01821804046631['note_on', 55, 45.800000000000004, 45.01648122477813, 'accompaniment', 156]
45.21778416633606['note_on', 62, 45.800000000000004, 45.18785369765251, 'accompaniment', 157]
45.2517671585083['note_off', 55, 100, 45.188853697652505, 'accompaniment', 156]
45.36878728866577['note_on', 61, 45.800000000000004, 45.35922617052688, 'accompaniment', 158]
45.385798931121826['note_off', 62, 100, 45.36022617052688, 'accompaniment', 157]
45.5311017036438['note_on', 62, 45.800000000000004, 45.53059864340126, 'accompaniment', 159]
45.53653883934021['note_off', 61, 100, 45.53159864340126, 'accompaniment', 158]
45.702086210250854['note_on', 64, 45.800000000000004, 45.70197111627564, 'accompaniment', 160]
45.71358060836792['note_off', 62, 100, 45.702971116275634, 'accompaniment', 159]
45.82105231285095['note_off', 62, 100, 45.81934498916626, 'accompaniment', 159]
45.94626522064209['note_on', 62, 45.800000000000004, 45.89720945980893, 'accompaniment', 161]
45.951754570007324['note_off', 64, 100, 45.898209459808925, 'accompaniment', 160]
